,n_estimators,max_samples,max_depth,bootstrap,rank,test_means,test_stds,train_means,train_stds
140,440,0.4,6,True,134,0.6621065866203987,0.0676838749221314,0.8540844823439425,0.011212188578499167
141,280,0.5,7,True,120,0.6698341605849375,0.07944610358114693,0.9067237718816656,0.021916004507951514
142,140,0.1,7,True,200,0.28907312955988573,0.1639776021107053,0.4981362577431838,0.04890947915557738
143,310,0.2,7,True,176,0.55789910775248,0.050322052242829346,0.6789237285923598,0.021786823803585705
144,50,0.4,2,True,100,0.6820050787453527,0.05662162607521707,0.7918705376752737,0.02979241437161791
145,470,0.8,5,True,13,0.7576161390012274,0.040632596854436126,0.9764362247258317,0.00835112984696759
146,10,0.1,6,True,187,0.42459972312252103,0.09428067292397509,0.4618255197732711,0.07681386921404278
147,420,0.4,4,True,38,0.7258740051790955,0.023844277165113247,0.8686128415452549,0.0059280323841748314
148,300,1.0,6,True,70,0.705576204415404,0.06844304328685738,1.0,0.0
149,10,0.5,2,True,165,0.6244366698698199,0.06113903588996294,0.6896164469621288,0.03603205316926278
150,30,0.7000000000000001,7,True,107,0.6788146081653281,0.07630377772800646,0.9506835202869306,0.009951720168580282
151,230,0.5,5,True,77,0.7001799656313282,0.04469989869575399,0.9102669687891428,0.013153523645560347
152,180,0.30000000000000004,4,True,78,0.6988464570089409,0.050062328464509184,0.8256206361299434,0.007953211547453062
153,490,0.8,5,True,30,0.7337425853630964,0.03444749551332796,0.9781096519222935,0.006928315515972364
154,440,0.6,5,True,53,0.7156097447333075,0.05031211568162624,0.9420374495557254,0.011196873567870486
155,310,0.5,6,True,137,0.6604334554273021,0.07930776238419385,0.9120863988569619,0.018750187997831826
156,400,0.5,4,True,25,0.7415680885357474,0.040955630170428324,0.9032479350298717,0.007054806937931693
157,340,0.7000000000000001,4,True,12,0.7576943180854132,0.04052436877241631,0.9233406684913892,0.00540194056121534
158,210,0.2,3,True,157,0.6436341234199006,0.06795916141595842,0.7767254863437039,0.017499608172640246
159,230,0.1,3,True,196,0.36139433678832883,0.11178369050548562,0.48987941034190097,0.07163294016422145
160,310,0.4,6,True,161,0.6346358272767127,0.06737255353041678,0.859587222486055,0.01989768934483777
161,240,0.9,5,True,1,0.781691821620455,0.04869714223743411,0.9799378728113926,0.006710323488045218
162,300,0.5,6,True,137,0.6604334554273021,0.07930776238419385,0.9050010662247404,0.014812606743206093
163,480,0.8,6,True,43,0.7244360715128507,0.04866779222004623,0.9983119250843224,0.0033761498313550574
164,180,0.6,4,True,36,0.7271486536856236,0.025073969247439484,0.9193416028507981,0.011735805846530063
165,400,0.7000000000000001,6,True,41,0.7249162585835534,0.03890590696500628,0.9848598616926806,0.009821649749343766
166,400,0.1,2,True,180,0.5081183709209625,0.1038510752015773,0.6254934986589984,0.033484415351765745
167,440,0.2,3,True,141,0.656779460789419,0.023121271045319705,0.776749234029209,0.011625892018019427
168,420,1.0,6,True,29,0.734023637464659,0.04003934689968572,1.0,0.0
169,480,0.4,6,True,148,0.6514377657792009,0.08071667993214673,0.8614802901928149,0.015532587551552195
170,270,0.1,3,True,184,0.4390256447862753,0.08094463453752304,0.5409446116145848,0.06409964325742337
171,310,0.8,3,True,84,0.6960278370798612,0.054815349926388326,0.8829723348164145,0.01920368620391038
172,30,0.1,5,True,190,0.3945303220953959,0.1050843895443396,0.48288343886724405,0.09731983057208317
173,420,0.9,7,True,96,0.6878466070017973,0.07155899437587578,1.0,0.0
174,100,0.2,2,True,71,0.7050402459603676,0.09265360308204708,0.7743080006985836,0.00780491217691443
175,100,1.0,4,True,61,0.7144384180076302,0.05064049993092577,0.9432881770446025,0.013960972029273969
176,50,0.1,7,True,185,0.43753827619608526,0.09771589494580403,0.503634592593643,0.07829478870529082
177,320,0.7000000000000001,7,True,131,0.6632986339091994,0.05073335877257406,0.9848776103886767,0.006241826107777575
178,420,0.8,2,True,130,0.6634076337841774,0.0652348655939886,0.7747753318164567,0.01853129318490096
179,90,0.5,5,True,65,0.708216415966736,0.042553890633626974,0.9173798131498522,0.011863212488907723
180,90,0.5,6,True,125,0.6689660242909693,0.08171076628014315,0.8906084121117175,0.016407437561384474
